Entity,Births_Combined,Deaths_Combined,Population in thousands,Urban Population (%),Dependency Ratio (%),region,Background
Chad,53458166,17326782,1263526.698,20.648437920792077,92.13613861386139,Africa,"Chad emerged from a collection of powerful states that controlled the Sahelian belt starting around the 9th century. These states focused on controlling trans-Saharan trade routes and profited mostly from the slave trade. The Kanem-Bornu Empire, centered around the Lake Chad Basin, existed between the 9th and 19th centuries, and at its peak, the empire controlled territory stretching from southern Chad to southern Libya and included portions of modern-day Algeria, Cameroon, Niger, Nigeria, and Sudan. The Sudanese warlord Rabih AZ-ZUBAYR used an army comprised largely of slaves to conquer the Kanem-Bornu Empire in the late 19th century. In southeastern Chad, the Bagirmi and Ouaddai (Wadai) kingdoms emerged in the 15th and 16th centuries and lasted until the arrival of the French in the 19th and 20th centuries. France began moving into the region in the late 1880s and defeated the Bagirmi kingdom in 1897, Rabih AZ-ZUBAYR in 1900, and the Ouddai kingdom in 1909. In the arid regions of northern Chad and southern Libya, an Islamic order called the Sanusiyya (Sanusi) relied heavily on the trans-Saharan slave trade and had upwards of 3 million followers by the 1880s. The French defeated the Sanusiyya in 1910 after years of intermittent war. By 1910, France had incorporated the northern arid region, the Lake Chad Basin, and southeastern Chad into French Equatorial Africa.   Chad achieved its independence in 1960 and then saw three decades of instability, oppressive rule, civil war, and a Libyan invasion. With the help of the French military and several African countries, Chadian leaders expelled Libyan forces during the 1987 ""Toyota War,"" so named for the use of Toyota pickup trucks as fighting vehicles. In 1990, Chadian general Idriss DEBY led a rebellion against President Hissene HABRE. Under DEBY, Chad approved a constitution and held elections in 1996. Shortly after DEBY was killed during a rebel incursion in 2021, a group of military officials -- led by DEBY’s son, Mahamat Idriss DEBY -- took control of the government. The military officials dismissed the National Assembly, suspended the Constitution, and formed a Transitional Military Council (TMC), while pledging to hold democratic elections by October 2022. A national dialogue in August-October 2022 culminated in decisions to extend the transition for up to two years, dissolve the TMC, and appoint Mahamat DEBY as Transitional President; the transitional authorities held a constitutional referendum in December 2023 and claimed 86 percent of votes were in favor of the new constitution. The transitional authorities have announced plans to hold elections by October 2024. Chad has faced widespread poverty, an economy severely weakened by volatile international oil prices, terrorist-led insurgencies in the Lake Chad Basin, and several waves of rebellions in northern and eastern Chad. In 2015, the government imposed a state of emergency in the Lake Chad Basin following multiple attacks by the terrorist group Boko Haram, now known as ISIS-West Africa. The same year, Boko Haram conducted bombings in N'Djamena. In 2019, the Chadian government also declared a state of emergency in the Sila and Ouaddai regions bordering Sudan and in the Tibesti region bordering Niger, where rival ethnic groups are still fighting. The army has suffered heavy losses to Islamic terror groups in the Lake Chad Basin. "
Chile,23659343,11064420,1498988.271,82.26161188118812,58.362821782178216,Americas,"Indigenous groups inhabited central and southern Chile for several thousand years, living in mixed pastoralist and settled communities. The Inca then ruled the north of the country for nearly a century prior to the arrival of the Spanish in the 16th century. In 1541, the Spanish established the Captaincy General of Chile, which lasted until Chile declared its independence in 1810. The subsequent struggle with the Spanish became tied to other South American independence conflicts, with a decisive victory not being achieved until 1818. In the War of the Pacific (1879-83), Chile defeated Peru and Bolivia to win its current northernmost regions. By the 1880s, the Chilean central government cemented its control over the central and southern regions inhabited by Mapuche Indigenous peoples. Between 1891 and 1973, a series of elected governments succeeded each other until the Marxist government of Salvador ALLENDE was overthrown in 1973 in a military coup led by General Augusto PINOCHET, who ruled until a democratically elected president was inaugurated in 1990. Economic reforms that were maintained consistently since the 1980s contributed to steady growth, reduced poverty rates by over half, and helped secure the country's commitment to democratic and representative government. Chile has increasingly assumed regional and international leadership roles befitting its status as a stable, democratic nation."
China,1825860360,1089167681,114773664.299,41.97916821782178,58.12124752475248,Asia,"China's historical civilization dates to at least the 13th century B.C., first under the Shang (to 1046 B.C.) and then the Zhou (1046-221 B.C.) dynasties. The imperial era of China began in 221 B.C. under the Qin Dynasty and lasted until the fall of the Qing Dynasty in 1912. During this period, China alternated between periods of unity and disunity under a succession of imperial dynasties. In the 19th century, the Qing Dynasty suffered heavily from overextension by territorial conquest, insolvency, civil war, imperialism, military defeats, and foreign expropriation of ports and infrastructure. It collapsed following the Revolution of 1911, and China became a republic under SUN Yat-sen of the Kuomintang (KMT or Nationalist) Party. However, the republic was beset by division, warlordism, and continued foreign intervention. In the late 1920s, a civil war erupted between the ruling KMT-controlled government, led by CHIANG Kai-shek, and the Chinese Communist Party (CCP). Japan occupied much of northeastern China in the early 1930s, and then launched a full-scale invasion of the country in 1937. The resulting eight years of warfare devastated the country and cost up to 20 million Chinese lives by the time of Japan’s defeat in 1945. The Nationalist-Communist civil war continued with renewed intensity after the end of World War II and culminated with a CCP victory in 1949, under the leadership of MAO Zedong.MAO and the CCP established an autocratic socialist system that, while ensuring the PRC's sovereignty, imposed strict controls over everyday life and launched agricultural, economic, political, and social policies -- such as the Great Leap Forward (1958-1962) and the Cultural Revolution (1966-1976) -- that cost the lives of millions of people. MAO died in 1976. Beginning in 1978, leaders DENG Xiaoping, JIANG Zemin, and HU Jintao focused on market-oriented economic development and opening up the country to foreign trade, while maintaining the rule of the CCP. Since the change, China has been among the world’s fastest growing economies, with real gross domestic product averaging over 9% growth annually through 2021, lifting an estimated 800 million people out of poverty and dramatically improving overall living standards. By 2011, the PRC’s economy was the second largest in the world. Current leader XI Jinping has continued these policies but has also maintained tight political controls. Over the past decade, China has increased its global outreach, including military deployments, participation in international organizations, and a global connectivity plan in 2013 called the ""Belt and Road Initiative"" (BRI). Many nations have signed on to BRI agreements to attract PRC investment, but others have expressed concerns about such issues as the opaque nature of the projects, financing, and potentially unsustainable debt obligations. XI Jinping assumed the positions of General Secretary of the Chinese Communist Party and Chairman of the Central Military Commission in 2012 and President in 2013. In 2018, the PRC’s National People’s Congress passed an amendment abolishing presidential term limits, which allowed XI to gain a third five-year term in 2023.   "
Colombia,73576863,26289916,3783641.463,70.1532108910891,66.34981188118812,Americas,"Colombia was one of three countries that emerged after the dissolution of Gran Colombia in 1830 -- the others are Ecuador and Venezuela. A decades-long conflict among government forces, paramilitaries, and antigovernment insurgent groups heavily funded by the drug trade -- principally the Revolutionary Armed Forces of Colombia (FARC) -- escalated during the 1990s. In the wake of the paramilitary demobilization in the 2000s, new criminal groups arose that included some former paramilitaries. After four years of formal peace negotiations, the Colombian Government signed a final accord with the FARC in 2016 that called for its members to demobilize, disarm, and reincorporate into society and politics. The accord also committed the Colombian Government to create three new institutions to form a 'comprehensive system for truth, justice, reparation, and non-repetition,' including a truth commission, a special unit to coordinate the search for those who disappeared during the conflict, and a 'Special Jurisdiction for Peace' to administer justice for conflict-related crimes. Despite decades of internal conflict and drug-trade-related security challenges, Colombia maintains relatively strong and independent democratic institutions characterized by peaceful, transparent elections and the protection of civil liberties."
Comoros,1932652,593149,60273.743,26.124675247524753,82.44440594059407,Africa,"For centuries prior to colonization in the 19th century, the Comoros archipelago in the Indian Ocean served as a key node in maritime trade networks that connected the Middle East, India, and eastern African regions. Composed of the islands of Anjouan, Mayotte, Moheli, and Grande Comore, Comoros spent most of the 20th century as a colonial outpost until it declared independence from France on 6 July 1975. Residents of Mayotte, however, voted to remain in France, and the French Government has since classified it as a French Overseas Department. Since independence, Comoros has weathered approximately 20 successful and attempted coups, mostly between 1975 and 2000, resulting in prolonged political instability and stunted economic development. In 2002, President AZALI Assoumani became the first elected president following the completion of the Fomboni Accords, in which the islands of Grande Comore, Anjouan, and Moheli agreed to rotate the presidency among the islands every five years. This power-sharing agreement also included provisions allowing each island to maintain its local government. In 2007, Mohamed BACAR effected Anjouan's de-facto secession from the Union of the Comoros, refusing to step down when Comoros' other islands held legitimate elections. The African Union (AU) initially attempted to resolve the political crisis with sanctions and a naval blockade of Anjouan, but in 2008, the AU and Comoran soldiers seized the island. The island's inhabitants generally welcomed the move. In 2011, Ikililou DHOININE won the presidency in peaceful elections widely deemed to be free and fair. In closely contested elections in 2016, AZALI won a second term, when the rotating presidency returned to Grande Comore. In 2018, a referendum -- which the opposition parties boycotted -- approved a new constitution that extended presidential term limits and abolished the requirement for the presidency to rotate between the three main islands. AZALI formed a new government later that year, and he subsequently ran and was reelected in 2019. AZALI was reelected again in January 2024 in an election that the opposition disputed but the Supreme Court validated."
Congo,13675700,3432375,417816.598,56.377313564356434,80.60619801980198,Africa,"Upon independence in 1960, the former French region of Middle Congo became the Republic of the Congo. From 1968 to 1992, the country was named the People’s Republic of the Congo.  A quarter-century of experimentation with Marxism was abandoned in 1990, and a democratically elected government took office in 1992, at which time the country reverted to ""the Republic of the Congo"" name.  A two-year civil war that ended in 1999 restored to power former President Denis SASSOU-Nguesso, who had ruled from 1979 to 1992. A new constitution adopted three years later provided for a multi-party system and a seven-year presidential term, and the next elections retained SASSOU-Nguesso. After a year of renewed fighting, SASSOU-Nguesso and southern-based rebel groups agreed to a final peace accord in 2003. SASSOU-Nguesso was reelected in 2009 and, after passing a constitutional referendum allowing him to run for additional terms, was reelected again in 2016 and 2021. The Republic of the Congo is one of Africa's largest petroleum producers."
Cook Islands,41549,15171,1752.766,64.34618653465346,77.5229405940594,Oceania,"Polynesians from Tahiti were probably the first people to settle Rarotonga -- the largest of the Cook Islands -- around A.D. 900. Over time, Samoans and Tongans also settled in Rarotonga, and Rarotongans voyaged to the northern Cook Islands, settling Manihiki and Rakahanga. Pukapuka and Penrhyn in the northern Cook Islands were settled directly from Samoa. Prior to European contact, there was considerable travel and trade between inhabitants of the different islands and atolls, but they were not united in a single political entity. Spanish navigators were the first Europeans to spot the northern Cook Islands in 1595, followed by the first landing in 1606, but no further European contact occurred until the 1760s. In 1773, British explorer James COOK spotted Manuae in the southern Cook Islands, and Russian mapmakers named the islands after COOK in the 1820s. Fearing France would militarily occupy the islands as it did in Tahiti, Rarotongans asked the UK for protectorate status in the 1840s and 1860s, a request the UK ignored. In 1888, Queen MAKEA TAKAU of Rarotonga formally petitioned for protectorate status, to which the UK reluctantly agreed. In 1901, the UK placed Rarotonga and the rest of the islands in the New Zealand Colony, and in 1915, the Cook Islands Act organized the islands into one political entity. It remained a protectorate until 1965, when New Zealand granted the Cook Islands self-governing status. The Cook Islands has a great deal of local autonomy and is an independent member of international organizations, but it is in free association with New Zealand, which is responsible for its defense and foreign affairs. In September 2023, the US recognized the Cook Islands as a sovereign and independent state."
Costa Rica,6282225,2147468,372472.53,61.38001237623763,64.4829405940594,Americas,"Although explored by the Spanish early in the 16th century, initial attempts at colonizing Costa Rica proved unsuccessful due to a combination of factors, including disease from mosquito-infested swamps, brutal heat, resistance from Indigenous populations, and pirate raids. It was not until 1563 that a permanent settlement of Cartago was established in the cooler, fertile central highlands. The area remained a colony for some two-and-a-half centuries. In 1821, Costa Rica was one of several Central American provinces that jointly declared independence from Spain. Two years later it joined the United Provinces of Central America, but this federation disintegrated in 1838, at which time Costa Rica proclaimed its sovereignty and independence. Since the late 19th century, only two brief periods of violence have marred the country's democratic development. General Federico TINOCO Granados led a coup in 1917, but the threat of US intervention pushed him to resign in 1919. In 1948, landowner Jose FIGUERES Ferrer raised his own army and rebelled against the government. The brief civil war ended with an agreement to allow FIGUERES to remain in power for 18 months, then step down in favor of the previously elected Otilio ULATE. FIGUERES was later elected twice in his own right, in 1953 and 1970. Costa Rica experienced destabilizing waves of refugees from Central American civil wars in the 1970s and 1980s, but peace in the region has since helped the economy rebound.  Although it still maintains a large agricultural sector, Costa Rica has expanded its economy to include strong technology and tourism industries.  "
Cuba,15077831,9180085,1008339.726,71.94654722772277,58.01184158415842,Americas,"The native Amerindian population of Cuba began to decline after the arrival of Christopher COLUMBUS in 1492, as the country was developed as a Spanish colony during the next several centuries. Large numbers of African slaves were imported to work the coffee and sugar plantations, and Havana became the launching point for the annual treasure fleets bound for Spain from Mexico and Peru. Spanish rule eventually provoked an independence movement, and occasional rebellions were harshly suppressed. US intervention during the Spanish-American War in 1898 assisted the Cubans in overthrowing Spanish rule. The Treaty of Paris established Cuban independence from Spain in 1898, and after three-and-a-half years of subsequent US military rule, Cuba became an independent republic in 1902. Cuba then experienced a string of governments mostly dominated by the military and corrupt politicians. Fidel CASTRO led a rebel army to victory in 1959; his authoritarian rule held the subsequent regime together for nearly five decades. He handed off the presidency to his younger brother Raul CASTRO in 2008. Cuba's communist revolution, with Soviet support, was exported throughout Latin America and Africa during the 1960s, 1970s, and 1980s. Miguel DIAZ-CANEL Bermudez, hand-picked by Raul CASTRO to succeed him, was approved as president by the National Assembly and took office in 2018. DIAZ-CANEL was appointed First Secretary of the Communist Party in 2021 after the retirement of Raul CASTRO and continues to serve as both president and first secretary. Cuba traditionally and consistently portrays the US embargo, in place since 1961, as the source of its socioeconomic difficulties. As a result of efforts begun in 2014 to reestablish diplomatic relations, the US and Cuba reopened embassies in their respective countries in 2015. The embargo remains in place, however, and the relationship between the US and Cuba remains tense. Illicit migration of Cuban nationals to the US via maritime and overland routes has been a longstanding challenge. In 2017, the US and Cuba signed a Joint Statement ending the so-called ""wet-foot, dry-foot"" policy, by which Cuban nationals who reached US soil were permitted to stay. Irregular Cuban maritime migration has dropped significantly since 2016, when migrant interdictions at sea topped 5,000, but land border crossings continue. "
Cyprus,1352681,804861,75459.114,59.459764257425746,54.15265346534653,Asia,"A former British colony, Cyprus became independent in 1960 after years of resistance to British rule. Tensions between the Greek Cypriot majority and Turkish Cypriot minority came to a head in December 1963, when violence broke out in the capital of Nicosia. Despite the deployment of UN peacekeepers in 1964, sporadic intercommunal violence continued and forced most Turkish Cypriots into enclaves throughout the island. In 1974, a Greek Government-sponsored attempt to overthrow the elected president of Cyprus was met by military intervention from Turkey, which soon controlled more than a third of the island. In 1983, the Turkish Cypriot administered area declared itself the ""Turkish Republic of Northern Cyprus"" (TRNC), but it is recognized only by Turkey. A UN-mediated agreement to reunite Cyprus, the Annan Plan, failed to win approval from both communities in 2004. The most recent round of reunification negotiations was suspended in 2017 after failure to achieve a breakthrough. The entire island joined the EU in 2004, although the EU acquis -- the body of common rights and obligations -- applies only to the areas under the internationally recognized government and is suspended in the TRNC. However, individual Turkish Cypriots able to document their eligibility for Republic of Cyprus citizenship have the same legal rights accorded to citizens of other EU states."
Denmark,6523122,5657070,548088.583,84.19590613861386,56.59974257425742,Europe,"Once the seat of Viking raiders and later a major north European power, Denmark has evolved into a modern, prosperous nation that is part of the general political and economic integration of Europe. It joined NATO in 1949 and the EEC (now the EU) in 1973. The country has opted out of certain elements of the EU's Maastricht Treaty, including the European Economic and Monetary Union and justice and home affairs issues. a 2022 referendum resulted in the removal of Denmark's 30-year opt-out on defense issues, now allowing Denmark to participate fully in the EU's Common Security and Defense Policy."
Djibouti,1825234,689205,73282.425,71.61655336633663,72.20950495049505,Africa,"Present-day Djibouti was the site of the medieval Ifat and Adal Sultanates. In the late 19th century, the Afar sultans signed treaties with the French that allowed the latter to establish the colony of French Somaliland in 1862. The French signed additional treaties with the ethnic Somali in 1885. Tension between the ethnic Afar and Somali populations increased over time, as the ethnic Somalis perceived that the French unfairly favored the Afar and gave them disproportionate influence in local governance. In 1958, the French held a referendum that provided residents of French Somaliland the option to either continue their association with France or to join neighboring Somalia as it established its independence. Ethnic Somali protested the vote, because French colonial leaders did not recognize many Somali as residents, which gave the Afar outsized influence in the decision to uphold ties with France. After a second referendum in 1967, the French changed the territory’s name to the French Territory of the Afars and the Issas, in part to underscore their relationship with the ethnic Afar and downplay the significance of the ethnic Somalis. A final referendum in 1977 established Djibouti as an independent nation and granted ethnic Somalis Djiboutian nationality, formally resetting the balance of power between the majority ethnic Somalis and minority ethnic Afar residents. Upon independence, the country was named after its capital city of Djibouti. Hassan Gouled APTIDON, an ethnic Somali leader, installed an authoritarian one-party state and served as president until 1999. Unrest between the Afar minority and Somali majority culminated in a civil war during the 1990s that ended in 2001 with a peace accord between Afar rebels and the Somali Issa-dominated government. In 1999, Djibouti's first multiparty presidential election resulted in the election of Ismail Omar GUELLEH as president; he was reelected to a second term in 2005 and extended his tenure in office via a constitutional amendment, which allowed him to serve his third and fourth terms, and to begin a fifth term in 2021. Djibouti occupies a strategic geographic location at the intersection of the Red Sea and the Gulf of Aden. Its ports handle 95% of Ethiopia’s trade. Djibouti’s ports also service transshipments between Europe, the Middle East, and Asia. The government has longstanding ties to France, which maintains a military presence in the country, as do the US, Japan, Italy, Germany, Spain, and China."
Dominica,137393,75315,6976.893,59.94824712871287,71.09684158415841,Americas,"Dominica was the last of the Caribbean islands to be colonized by Europeans, due chiefly to the fierce resistance of the native Caribs. France ceded possession to Britain in 1763, and Dominica became a British colony in 1805. Slavery ended in 1833, and in 1835, the first three men of African descent were elected to the legislative assembly of Dominica. In 1871, Dominica became first part of the British Leeward Islands and then the British Windward Islands until 1958. In 1967, Dominica became an associated state of the UK, formally taking responsibility for its internal affairs, and the country gained its independence in 1978. In 1980, Dominica's fortunes improved when Mary Eugenia CHARLES -- the first female prime minister in the Caribbean -- replaced a corrupt and tyrannical administration, and she served for the next 15 years. In 2017, Hurricane Maria passed over the island, causing extensive damage to structures, roads, communications, and the power supply, and largely destroying critical agricultural areas."
Dominican Republic,19454101,6317155,832574.06,63.077616831683166,71.86822772277228,Americas,"The Taino -- indigenous inhabitants of Hispaniola prior to the arrival of Europeans -- divided the island now known as the Dominican Republic and Haiti into five chiefdoms and territories. Christopher COLUMBUS explored and claimed the island on his first voyage in 1492; it became a springboard for Spanish conquest of the Caribbean and the American mainland. In 1697, Spain recognized French dominion over the western third of the island, which in 1804 became Haiti. The remainder of the island, by then known as Santo Domingo, sought to gain its own independence in 1821, but the Haitians conquered and ruled it for 22 years; it finally attained independence as the Dominican Republic in 1844. In 1861, the Dominicans voluntarily returned to the Spanish Empire, but two years later, they launched a war that restored independence in 1865. A legacy of unsettled and mostly non-representative rule followed, capped by the dictatorship of Rafael Leonidas TRUJILLO from 1930 to 1961. Juan BOSCH was elected president in 1962 but was deposed in a military coup in 1963. In 1965, the US led an intervention in the midst of a civil war sparked by an uprising to restore BOSCH. In 1966, Joaquin BALAGUER defeated BOSCH in the presidential election. BALAGUER maintained a tight grip on power for most of the next 30 years, until international reaction to flawed elections forced him to curtail his term in 1996. Since then, regular competitive elections have been held. "
Ecuador,27188705,8638629,1292564.338,55.05030326732674,69.36964356435644,Americas,"What is now Ecuador formed part of the northern Inca Empire until the Spanish conquest in 1533. Quito -- the traditional name for the area -- became a seat of Spanish colonial government in 1563 and part of the Viceroyalty of New Granada in 1717. The territories of the Viceroyalty -- New Granada (Colombia), Venezuela, and Quito -- gained their independence between 1819 and 1822 and formed a federation known as Gran Colombia. When Quito withdrew to become an independent republic in 1830, the traditional name was changed to the ""Republic of the Equator."" Between 1904 and 1942, Ecuador lost territories in a series of conflicts with its neighbors. A border war with Peru that flared in 1995 was resolved in 1999. Although Ecuador has had nearly 50 years of civilian governance, the period has been marked by political instability."
Egypt,207757703,65372076,7964942.465,43.317284455445545,69.47961386138614,Africa,"The regularity and richness of the annual Nile River flood, coupled with semi-isolation provided by deserts to the east and west, allowed for the development of one of the world's great civilizations in Egypt. A unified kingdom arose circa 3200 B.C., and a series of dynasties ruled in Egypt for the next three millennia. The last native dynasty fell to the Persians in 341 B.C., who in turn were replaced by the Greeks, Romans, and Byzantines. Arab conquerors introduced Islam and the Arabic language in the 7th century and ruled for the next six centuries. The Mamluks, a local military caste, took control around 1250 and continued to govern after the Ottoman Turks conquered Egypt in 1517.Completion of the Suez Canal in 1869 elevated Egypt as an important world transportation hub. Ostensibly to protect its investments, Britain seized control of Egypt's government in 1882, but the country's nominal allegiance to the Ottoman Empire continued until 1914. Egypt gained partial independence from the UK in 1922 and full sovereignty in 1952. British forces evacuated the Suez Canal Zone in 1956. The completion of the Aswan High Dam in 1971 and the resultant Lake Nasser have reaffirmed the time-honored place of the Nile River in the agriculture and ecology of Egypt. A rapidly growing population (the largest in the Arab world), limited arable land, and dependence on the Nile all continue to overtax resources and stress society. The government has struggled to meet the demands of Egypt's fast-growing population as it implements large-scale infrastructure projects, energy cooperation, and foreign direct investment appeals. Inspired by the 2010 Tunisian revolution, Egyptian opposition groups led demonstrations and labor strikes countrywide, culminating in President Hosni MUBARAK's ouster in 2011. Egypt's military assumed national leadership until a new legislature was in place in early 2012; later that same year, Muslim Brotherhood candidate Mohamed MORSI won the presidential election. Following protests throughout the spring of 2013 against MORSI's government and the Muslim Brotherhood, the Egyptian Armed Forces intervened and removed MORSI from power in July 2013 and replaced him with interim president Adly MANSOUR. Simultaneously, the government began enacting laws to limit freedoms of assembly and expression. In 2014, voters approved a new constitution by referendum and then elected former defense minister Abdel Fattah EL-SISI president. EL-SISI was reelected to a second four-year term in 2018 and a third term in December 2023.     "
El Salvador,13034161,4988910,527617.828,59.21224148514851,71.83365346534653,Americas,"El Salvador achieved independence from Spain in 1821 and from the Central American Federation in 1839. A 12-year civil war, which cost about 75,000 lives, was brought to a close in 1992 when the government and leftist rebels signed a treaty that provided for military and political reforms. El Salvador is beset by one of the world's highest homicide rates and pervasive criminal gangs."
Equatorial Guinea,3579461,1173093,107445.546,50.93047653465347,73.32867326732674,Africa,"Equatorial Guinea consists of a continental territory and five inhabited islands; it is one of the smallest countries by area and population in Africa. The mainland region was most likely predominantly inhabited by Pygmy ethnic groups prior to the migration of various Bantu-speaking ethnic groups around the second millennium BC. The island of Bioko, the largest of Equatorial Guinea’s five inhabited islands and the location of the country’s capital of Malabo, has been occupied since at least 1000 B.C. In the early 1470s, Portuguese explorers landed on Bioko Island, and Portugal soon after established control of the island and other areas of modern Equatorial Guinea. In 1778, Portugal ceded its colonial hold over present-day Equatorial Guinea to Spain in the Treaty of El Pardo. The borders of modern-day Equatorial Guinea would evolve between 1778 and 1968 as the area remained under European colonial rule.In 1968, Equatorial Guinea was granted independence from Spain and elected Francisco MACIAS NGUEMA as its first president. MACIAS consolidated power soon after his election and ruled brutally for over a decade. Under his regime, Equatorial Guinea experienced mass suppression, purges, and killings. Some estimates indicate that a third of the population either went into exile or was killed under MACIAS’ rule. In 1979, present-day President OBIANG Nguema Mbasogo, then a senior military officer, deposed MACIAS in a violent coup. OBIANG has ruled since and has been elected in non-competitive contests several times, most recently in 2022. The president exerts near-total control over the political system. Equatorial Guinea experienced rapid economic growth in the early years of the 21st century due to the discovery of large offshore oil reserves in 1996. Production peaked in 2004 and has declined since. The country's economic windfall from oil production resulted in massive increases in government revenue, a significant portion of which was earmarked for infrastructure development. Systemic corruption, however, has hindered socio-economic development, and the population has seen only limited improvements to living standards. Equatorial Guinea continues to seek to diversify its economy, increase foreign investment, and assume a greater role in regional and international affairs.   "
Eswatini,2784310,1033234,93970.095,19.38129386138614,80.89324752475247,Africa,"A Swazi kingdom was founded in the mid-18th century and ruled by a series of kings, including MSWATI II, a 19th century ruler whose name was adopted for the country and its predominant ethnic group. European countries defined the kingdom’s modern borders during the late-19th century, and Swaziland (as it became known) was administered as a UK high commission territory from 1903 until its independence in 1968. A new constitution that came into effect in 2005 included provisions for a more independent parliament and judiciary, but the legal status of political parties remains unclear, and the kingdom is still considered an absolute monarchy. King MSWATI III renamed the country from Swaziland to Eswatini in 2018 to reflect the name most commonly used by its citizens. In 2021, MSWATI III used security forces to suppress prodemocracy protests. A national dialogue and reconciliation process agreed to in the wake of violence has not materialized. In November 2023, King MSWATI III appointed a new prime minister following peaceful national elections.  Despite its classification as a lower-middle income country, Eswatini suffers from severe poverty, corruption, and high unemployment. Eswatini has the world's highest HIV/AIDS prevalence rate, although recent years have shown marked declines in new infections. Eswatini is the only country in Africa that recognizes Taiwan.      "
Falkland Islands,3776,2830,301.855,68.88306168316832,49.61767326732674,Americas,"Although first sighted by an English navigator in 1592, the first landing (English) did not occur until almost a century later in 1690, and the first settlement (French) was not established until 1764. The colony was turned over to Spain two years later, and the islands have since been the subject of a territorial dispute, first between Britain and Spain, then between Britain and Argentina. The UK asserted its claim to the islands by establishing a naval garrison there in 1833. Argentina invaded the islands in 1982. The British responded with an expeditionary force and after fierce fighting forced an Argentine surrender on 14 June 1982. With hostilities ended and Argentine forces withdrawn, UK administration resumed. In response to renewed calls from Argentina for Britain to relinquish control of the islands, a referendum was held in 2013 that resulted in 99.8% of the population voting to remain a part of the UK."
Faroe Islands,76027,42264,4696.101,36.01479702970297,63.941,Europe,"The Faroe Islands were already populated by about A.D. 500, but whether the original settlers were Celtic or early Norse (or someone else) has yet to be determined. Viking settlers arrived on the islands in the 9th century, and the islands served as an important stepping stone for medieval Viking exploration of the North Atlantic. The islands have been connected politically to Denmark since the 14th century, and today the Faroe Islands are a self-governing dependency of Denmark. The Home Rule Act of 1948 granted a high degree of self-government to the Faroese, who have autonomy over most internal affairs and external trade, while Denmark is responsible for justice, defense, and some foreign affairs. The Faroe Islands are not part of the European Union."
Fiji,1860395,682747,78174.848,47.65346336633663,67.91327722772277,Oceania,"Austronesians settled Fiji around 1000 B.C., followed by successive waves of Melanesians starting around the first century A.D. Fijians traded with Polynesian groups in Samoa and Tonga, and by about 900, much of Fiji was in the Tu’i Tongan Empire’s sphere of influence. The Tongan influence declined significantly by 1200, while Melanesian seafarers continued to periodically arrive in Fiji, further mixing Melanesian and Polynesian cultural traditions. The first European spotted Fiji in 1643 and by the 1800s, European merchants, missionaries, traders, and whalers frequented the islands. Rival kings and chiefs competed for power, at times aided by Europeans, and in 1865, Seru Epenisa CAKOBAU united many groups into the Confederacy of Independent Kingdoms of Viti. The arrangement proved weak, however, and in 1871 CAKOBAU formed the Kingdom of Fiji in an attempt to centralize power. Fearing a hostile takeover by a foreign power as the kingdom’s economy began to falter, CAKOBAU ceded Fiji to the UK in 1874.The first British governor set up a plantation-style economy and brought in more than 60,000 Indians as indentured laborers, most of whom chose to stay in Fiji rather than return to India when their contracts expired. In the early 1900s, society was divided along ethnic lines, with iTaukei (indigenous Fijians), Europeans, and Indo-Fijians living in separate areas and maintaining their own languages and traditions. ITaukei fears of an Indo-Fijian takeover of government delayed independence through the 1960s; Fiji achieved independence in 1970 with agreements to allocate parliamentary seats by ethnic groups. After two coups in 1987, a new constitution in 1990 cemented iTaukei control of politics, leading thousands of Indo-Fijians to leave. A reformed constitution in 1997 was more equitable and led to the election of an Indo-Fijian prime minister in 1999, who was ousted in a coup the following year. In 2005, the new prime minister put forward a bill that would grant pardons to the coup perpetrators, leading Josaia Voreqe ""Frank"" BAINIMARAMA to launch a coup in 2006. BAINIMARAMA appointed himself prime minister in 2007 and retained the position after elections in 2014 and 2018 that international observers deemed credible. BAINIMARAMA's party lost control of the prime minister position after elections in 2022 with former opposition leader Sitiveni Ligamamada RABUKA winning the office by a narrow margin."
Finland,6076406,5278031,512770.16599999997,76.27108217821782,56.51623762376238,Europe,"Finland was a province and then a grand duchy under Sweden from the 12th to the 19th centuries and an autonomous grand duchy of Russia after 1809. It gained complete independence in 1917. During World War II, Finland successfully defended its independence through cooperation with Germany and resisted subsequent invasions by the Soviet Union, albeit with some loss of territory. During the next half-century, Finland transformed from a farm/forest economy to a diversified modern industrial economy; per-capita income is among the highest in Western Europe. A member of the EU since 1995, Finland was the only Nordic state to join the euro single currency at its initiation in January 1999. In the 21st century, the key features of Finland's modern welfare state are high-quality education, promotion of equality, and a national social welfare system, although the system is currently facing the challenges of an aging population and the fluctuations of an export-driven economy. Following Russia's invasion of Ukraine in 2022, Finland opted to join NATO; it became the organization's 31st member in April 2023."
